IND;;21;2003;;PMSP;TELEFONE COMUNITÁRIO.;RUA FRANCISCO BITENCOURT 7-E;;JD AURORA;ANTONIO LAURO CAMPANHA;
IND;;22;2003;;PMSP;TELEFONE COMUNITÁRIO NO PRÉDIO DA SOCIEDADE AMIGOS DO JD COLORADO.;RUA PEDRO CHIES, 62;;JD COLORADO;ANTONIO LAURO CAMPANHA;
IND;;23;2003;;PMSP;INSTALAÇÃO DE TELEFONE COMUNITÁRIO NO PRÉDIO DA ASSOCIAÇÃO BENEFICENTE VILA BANCÁRIA.;RUA DOS BANQUEIROS, 128;;VILA BANCÁRIA/VILA BANCÁR;ANTONIO LAURO CAMPANHA;
IND;;24;2003;;PMSP;CONSERTO DE BURACO EM ASFALTO EM VIA PÚBLICO.;RUA AMAMELIS;;JD ELIANE;ANTONIO LAURO CAMPANHA;
IND;;25;2003;;PMSP;LINHA COMUNITÁRIO.;RUA FRANCISCO BITENCOURT, 7-E;;JD AURORA;ANTONIO LAURO CAMPANHA;
IND;;26;2003;;PMSP;PLANTIO DE PALMEIRAS IMPERIAL.;PÁTIO DO COLÉGIO;;CENTRO;WADIH JORGE MUTRAN;
IND;;27;2003;;PMSP;"COLOCAÇÃO DE PLACA ""PROIBIDO JOGAR LIXO"".";RUA CUIABÁ;;MOOCA;DALTON SILVANO DO AMARAL;
IND;;28;2003;;ILUME;COLOCAÇÃO DE LÂMPADA DE MAIOR POTÊNCIA.;RUA SIMÃO PEREIRA;;ACLIMAÇÃO;DALTON SILVANO DO AMARAL;
IND;;29;2003;;PMSP;RECUPERAÇÃO ASFÁLTICA.;AV CENTRAL;;PARQUE LAGOA RICA;DALTON SILVANO DO AMARAL;
IND;;30;2003;;PMSP;REMOÇÃO DE ÁRVORE SECA;RUA JOSÉ COMPARATO;;VILA DEODORO;DALTON SILVANO DO AMARAL;
IND;;31;2003;;PMSP;APURAÇÃO PARA VERIFICAR BARULHO EXCESSIVO ATÉ ÀS 5 HORAS DA MANHÃ.;RUA BOLEIRO, 153;;VILA CARMOSINA;DALTON SILVANO DO AMARAL;
IND;;32;2003;;PMSP;APURAÇÃO PARA VERIFICAR BARULHO EXCESSIVO ATÉ ÀS 4 HORAS DA MANHÃ TODOS OS FINAIS DE SEMANA.;RUA RIGA, 448;;SACOMÃ;DALTON SILVANO DO AMARAL;
IND;;33;2003;;PMSP;LIMPEZA DE TERRENO.;RUA JOSÉ DO PATROCÍNIO, 577;;CIDADE TIRADENTES;DALTON SILVANO DO AMARAL;
IND;;34;2003;;PMSP;PAVIMENTAÇÃO;RUA FÉLIX DE OTERO;;VILA AULÁLIA;DALTON SILVANO DO AMARAL;
IND;;35;2003;;PMSP;IMPLANTAÇÃO DE DOIS POSTES COM LUMINÁRIAS.;RUA ALÍPIO BATISTA PINTO;;VILA TEREZINHA;JOSE VIVIANI FERRAZ;
IND;;36;2003;;PMSP;IMPLANTAÇÃO DE POSTES COM LUMINÁRIAS.;PÇA PORTO DOS ESCRAVOS;;VILA SÃO JOSÉ;JOSE VIVIANI FERRAZ;
IND;;37;2003;;PMSP;LUMINÁRIAS;RUA GASPAR DE SOUZA;;LAJEADO/GUAIANAZES;JOSE VIVIANI FERRAZ;
IND;;38;2003;;PMSP;TROCA DE LUMINÁRIAS.;RUA JOÃO DA SILVA AGUIAR;;LAJEADO/GUAIANASES;JOSE VIVIANI FERRAZ;
IND;;39;2003;;PMSP;TROCA DE LUMINÁRIAS.;TRAVESSA JEAN PERRIN;;VILA CACHOEIRINHA;JOSE VIVIANI FERRAZ;
IND;;40;2003;;PMSP;TRES POSTES COM LUMINÁRIAS.;RUA JOSÉ GERVÁSIO DE SOUZA;;JD BOA VISTA/TAIPAS;JOSE VIVIANI FERRAZ;
IND;;41;2003;;PMSP;TROCA DE LUMINÁRIAS;RUA RAMAL DOS MENEZES;;JD MALBA;JOSE VIVIANI FERRAZ;
IND;;42;2003;;PMSP;IMPLANTAÇÃO DE DOIS POSTES COM LUMINÁRIAS.;RUA GILHERMINA;;JD MALBA;JOSE VIVIANI FERRAZ;
IND;;43;2003;;PMSP;ILUMINAÇÃO PÚBLICA;RUA LAGOA DA SERRA;;JD PAULISTANO;JOSE VIVIANI FERRAZ;
IND;;44;2003;;PMSP;IMPLANTAÇÃO DE TRES POSTES COM LUMINÁRIAS.;RUA RUI DE MORAES APOCALIPSE;;JD TIRO;JOSE VIVIANI FERRAZ;
IND;;45;2003;;PMSP;LUMINÁRIAS.;RUA BAHIA;;ANHANGUERA;JOSE VIVIANI FERRAZ;
IND;;46;2003;;PMSP;TROCA DE LUMINÁRIAS.;RUA DOM AGNELO ROSSI;;JD ANHANGUERA;JOSE VIVIANI FERRAZ;
IND;;47;2003;;PMSP;IMPLANTAÇÃO DE DOIS POSTES.;RUA BARÃO DE SANTO ANGELO;;PARQUE HOLLYWOOD;JOSE VIVIANI FERRAZ;
IND;;48;2003;;PMSP;IMPLANTAÇÃO DE ILUMINAÇÃO PÚBLICA;RUA ARAÚJP GUIMARÃES;;JD MONTE ALEGRE;JOSE VIVIANI FERRAZ;
IND;;49;2003;;PMSP;TROCA DE LUMINÁRIAS.;RUA SERGIO TADEU CORTICEIRO;;PARQUE MANDI;JOSE VIVIANI FERRAZ;
IND;;50;2003;;PMSP;IMPLANTAÇÃO DE ILUMINAÇÃO PÚBLICA;RUA MINISTRO BARBOSA LIMA;;JD CACHOEIRA;JOSE VIVIANI FERRAZ;
IND;;51;2003;;PMSP;IMPLANTAÇÃO DE POSTES.;PÇA AMIGOS DO Ó;;ITABERABA;JOSE VIVIANI FERRAZ;
IND;;52;2003;;PMSP;TROCA DE TRES LUMINÁRIAS.;AV ITABERABA;;FREGUESIA DO Ó;JOSE VIVIANI FERRAZ;
IND;;53;2003;;PMSP;REPARO NA ILUMINAÇÃO PÚBLICA.;AV ITABERABA;;ITABERABA;JOSE VIVIANI FERRAZ;
IND;;54;2003;;PMSP;LIMPEZA DE GALERIA.;RUA BENEDITO MONTEIRO;;PIQUERI;JOSE VIVIANI FERRAZ;
IND;;55;2003;;PMSP;SOLICITA A CANALIZAÇÃO DO CÓRREGO RIBEIRÃO DAS ANTTAS, ALARGAMENTO DAS BARREIRAS.;;;;JOSE VIVIANI FERRAZ;
IND;;56;2003;;PMSP;CANALIZAÇÃO DO CÓRREGO DA ONÇA.;AV DEP CANTIDIO SAMPAIO;;JARAGUÁ;JOSE VIVIANI FERRAZ;
IND;;57;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA JOAQUIM AFONSO DE SOUZA;;CASA VERDE ALTA;RUBENS WAGNER CALVO;
IND;;58;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA FRANCISCO DIOGO;;PQ PERUCHE;RUBENS WAGNER CALVO;
IND;;59;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA JOSÉ BRITO DE FREITAS;;CASA VERDE ALTA;RUBENS WAGNER CALVO;
IND;;60;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA CEZAR PENHA RAMOS;;CASA VERDE ALTA;RUBENS WAGNER CALVO;
IND;;61;2003;;PMSP;RECAPEAMENTO ASFÁLTICO;RUA ANGELO BONA VITA;;VILA SANTA MARIA;RUBENS WAGNER CALVO;
IND;;62;2003;;PMSP;RECAPEAMENTO ASFÁLTICO;RUA BARÃO DE SÃO LUIZ;;JD VILA PRIMAVERA.;RUBENS WAGNER CALVO;
IND;;63;2003;;PMSP;RECAPEAMENTO ASFÁLTICO;RUA DORNELES;;CASA VERDE ALTA;RUBENS WAGNER CALVO;
IND;;64;2003;;PMSP;RECAPEAMENTO ASFÁLTICO;RUA ANTONIO VERA CRUZ;;CASA VERDE ALTA;RUBENS WAGNER CALVO;
IND;;65;2003;;PMSP;RECAPEAMENTO ASFÁLTICO.;RUA CEL CASSIO DE BARROS;;CASA VERDE ALTA;RUBENS WAGNER CALVO;
IND;;66;2003;;PMSP;RECAPEAMENTO ASFÁLTICO;RUA BERNARDO SABADINE;;VILA SÃO ROQUE;RUBENS WAGNER CALVO;
IND;;67;2003;;PMSP;RECAPEAMENTO ASFÁLTICO;RUA MANUEL MANRIQUE;;SITIO MANDAQUI;RUBENS WAGNER CALVO;
IND;;68;2003;;PMSP;RECAPEAMENTO ASFÁLTICO;RUA QUARTIM BARBOZA;;VILA SANTA MARIA;RUBENS WAGNER CALVO;
IND;;69;2003;;PMSP;RECAPEAMENTO ASFÁLTICO;RUA ANTONIO DE LIBERATO;;IMIRIM;RUBENS WAGNER CALVO;
IND;;70;2003;;PMSP;ENTULHO NA CALÇADA.;AV PROF FRANCISCO MORATO;;FERREIRA;GILBERTO TANOS NATALINI;
IND;;71;2003;;PMSP;OPERAÇÃO TAPA-BURACO.;RUA CEL CONRADO SIQUEIRA CAMPOS;;JD DAS ACÁCIAS;GILBERTO TANOS NATALINI;
IND;;72;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA TOMAS DE LONEY;;CHÁCARA SANTO AMARO;GILBERTO TANOS NATALINI;
IND;;73;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA ANTONIO DAS CHAGAS;;CHÁCARA SANTO ANTONIO;GILBERTO TANOS NATALINI;
IND;;74;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA ESTEVÃO RIBEIRO GARCIA;;JD VIRGINIA;GILBERTO TANOS NATALINI;
IND;;75;2003;;PMSP;REFORMA EMERGENCIAL DE CONTENÇÃO DE BARRANCO.;RUA JOSÉ DO ROSÁRIO;;PARQUE BRISTOL;WILLIAM BOSS WOO;
IND;;76;2003;;PMSP;CONSTRUÇÃO DE PASSARELA LIGANDO A FAVELA DO GATO À MARGEM OPOSTA DO RIO TAMANDUATEÍ.;FAVELA DO GATO;;BOM RETIRO;WILLIAM BOSS WOO;
IND;;77;2003;;PMSP;PODA DE ÁRVORES.;RUA BARÃO DE ANTONIO DE CAIRARI, 14;;VILA CARMOZINA;JOSE RICARDO FRANCO MONTORO;
IND;;78;2003;;PMSP;LIMPEZA DE BUEIROS;RUA FORTUNA DE MINAS;;VILA ARISI;CELSO DO CARMO JATENE;
IND;;79;2003;;PMSP;LIMPEZA DE BUEIROS;RUA COSTEIRA;;VILA ARISI;CELSO DO CARMO JATENE;
IND;;80;2003;;PMSP;LIMPEZA DE BUEIROS;RUA FREDERICO SEVERO;;VILA ARISI;CELSO DO CARMO JATENE;
IND;;81;2003;;PMSP;LIMPEZA DE BUEIROS;RUA ADUSTINA;;VILA ARISI;CELSO DO CARMO JATENE;
IND;;82;2003;;PMSP;LIMPEZA DE BUEIROS;RUA ALORA;;VILA ARISI;CELSO DO CARMO JATENE;
IND;;83;2003;;PMSP;LIMPEZA DE BUEIROS.;RUA EMBU;;JD SANTA MARIA;CELSO DO CARMO JATENE;
IND;;84;2003;;PMSP;LIMPEZA DE BUEIROS;RUA LANDIRANA;;JD SANTA MARIA;CELSO DO CARMO JATENE;
IND;;85;2003;;PMSP;LIMPEZA DE BUEIROS;RUA ARRABALDE;;VILA ARISI;CELSO DO CARMO JATENE;
IND;;86;2003;;PMSP;LIMPEZA DE PRAÇA PÚBLICA;RUA CIRILO DE OLIVEIRA;;IMIRIM;CELSO DO CARMO JATENE;
IND;;87;2003;;PMSP;ILUMINAÇÃO PÚBLICA;RUA QUINTA DA MAGNÓLIA;;JD IPANEMA;CELSO DO CARMO JATENE;
IND;;88;2003;;PMSP;LIMPEZA NA VIA PÚBLICA;RUA AGUARAIBA;;SANTO AMARO;CELSO DO CARMO JATENE;
IND;;89;2003;;PMSP;LIMPEZA DO CÓRREGO DA FAZENDA.;RUA ABETO;;JD ITAPEMA;CELSO DO CARMO JATENE;
IND;;90;2003;;PMSP;LIMPEZA DE BUEIROS.;RUA ALBANO LAZIALE;;VILA ARISI;CELSO DO CARMO JATENE;
IND;;91;2003;;PMSP;LIMPEZA DE CÓRREGO;RUA CONCEIÇÃO DO RIO VERDE;;VILA BUENOS AIRES;CELSO DO CARMO JATENE;
IND;;92;2003;;PMSP;OBSTRUÇÃO DE BURACO;RUA CONCEIÇÃO DO RIO VERDE;;VILA BUENOS AIRES;CELSO DO CARMO JATENE;
IND;;93;2003;;PMSP;CAPEAMENTO ASFÁLTICO;RUA PEDRO VOSS;;VILA CARRÃO;CELSO DO CARMO JATENE;
IND;;94;2003;;PMSP;REDUTOR DE VELOCIDADE.;RUA TENENTE CORONEL SOARES NEIVA C/AV IBIUNA;;VILA ARICANDUVA;CELSO DO CARMO JATENE;
IND;;95;2003;;PMSP;PODA DE ÁRVORE;RUA BARTOLOMEU DOS SANTOS;;CHÁCARA SANTANA;CELSO DO CARMO JATENE;
IND;;96;2003;;PMSP;REMOÇÃO DE ÁRVORE;RUA BARTOLOMEU DOS SANTOS;;CHÁCARA SANTANA;CELSO DO CARMO JATENE;
IND;;97;2003;;PMSP;ILUMINAÇÃO PÚBLICA;AV HEITOR ANTONIO EIRAS GARCIA;;VILA NOVA ESPERANÇA;CELSO DO CARMO JATENE;
IND;;98;2003;;PMSP;PAVIMENTAÇÃO;RUA JOSÉ BARBOSA;;JD DAS VERTENTES;CELSO DO CARMO JATENE;
IND;;99;2003;;PMSP;CAPEAMENTO ASFÁLTICO;RUA JOÃO CORREA DA SILVA;;JD DAS VERTENTES;CELSO DO CARMO JATENE;
IND;;100;2003;;PMSP;REDE DE ESGOTO;RUA JOÃO CORREA DA SILVA;;JD DAS VERTENTES;CELSO DO CARMO JATENE;
IND;;101;2003;;PMSP;SOLICITA A CONTINUAÇÃO DAS OBRAS DE CANALIZAÇÃO EIMPLANTAÇÃO DO VIÁRIO DO CÓRREGO FRANQUINHO.;;;;ANTONIO DE PAIVA MONTEIRO Fo.;
IND;;102;2003;;PMSP;REFORMA DO OSSÁRIO.;CEMITÉRIO DA IV PARADA;;TATUAPÉ;ANTONIO DE PAIVA MONTEIRO Fo.;
IND;;103;2003;;PMSP;RETIRADA DE ENTULHO;RUA FREI JOÃO;;VILA NAIR;DALTON SILVANO DO AMARAL;
IND;;104;2003;;PMSP;LIMPEZA DE TERRENO;RUA AMADOR LOURENÇO;;VILA CONSTÂNCIA;DALTON SILVANO DO AMARAL;
IND;;105;2003;;PMSP;APURAÇÃO PARA VERIFICAR BARULHO EXCESSIVO ATÉ A MADRUGADA.;RUA SANTO EGIDIO, 136;;SANTA TEREZINHA;DALTON SILVANO DO AMARAL;
IND;;106;2003;;PMSP;BARES DESRESPEITANDO A LEI DO SILÊNCIO.;RUA BOM PASTOR;;IPIRANGA;WILLIAM BOSS WOO;
IND;;107;2003;;SECR MUN DE ABASTECIMENTO;BARES DESRESPEITANDO A LEI DO SILÊNCIO.;RUA BOM PASTOR;;IPIRANGA;WILLIAM BOSS WOO;
IND;;108;2003;;PMSP;DESOBSTRUÇÃO DE BUEIRO;AV ELIS MAAS;;CAPÃO REDONDO;GILBERTO TANOS NATALINI;
IND;;109;2003;;PMSP;DESASSOREAMENTO CÓRREGO;AV TOMAZ MORGAN;;GRAJAÚ;GILBERTO TANOS NATALINI;
IND;;110;2003;;SUBPREFEITO TREMEMBÉ/JAÇANÃ;CAPINAÇÃO;RUA LUIS ANTONIO DE OLIVEIRA E RUA DAS CATILÉIAS;;VILA NOVA MAZZEI;CARLOS ALBERTO PLETZ NEDER;
IND;;111;2003;;SUBPREFEITO DE ITAQUERA;SOLICITA A CONSTRUÇÃO DE CASA DE CULTURA.;VILA SANTANA;;ITAQUERA;CARLOS ALBERTO PLETZ NEDER;
IND;;112;2003;;SECRETÁRIO MUNICIPAL DE CULTURA;SOLICITA A CONSTRUÇÃO DE CASA DE CULTURA.;VILA SANTANA;;ITAQUERA;CARLOS ALBERTO PLETZ NEDER;
IND;;113;2003;;CET;SOLICITA A AGILIZAÇÃO NA TRAMITAÇÃO DO PROCESSO N000.000.104-03*59.;;;;CARLOS ALBERTO PLETZ NEDER;
IND;;114;2003;;SUBPREFEITO DE SANTO AMARO;SOLICITA A REURBANIZAÇÃO DA PRAÇA TUNEY ARANTES, CCOM INSTALAÇÃO DE EQUIPAMENTOS ESPORTIVOS NO LOCAL;;;;CARLOS ALBERTO PLETZ NEDER;
IND;;115;2003;;DIMA/SEMAB;SOLICICITA A FISCALIZAÇÃO DE POLUIÇÃO SONORA E CONDIÇÕES DE HIGIENE EM ESTABELCIMENTO COMERCIAL.;;;RUA DOS PINHEIROS, 382;CARLOS ALBERTO PLETZ NEDER;
IND;;116;2003;;DISTRITO DE SAÚDE PINHEIROS;SOLICITA A FISCALIZAÇÃO DE POLUIÇÃO SONORA E CONDIÇÕES DE HIGIENE EM ESTABELECIMENTO COMERCIAL.;RUA DOS PINHEIROS, 382;;;CARLOS ALBERTO PLETZ NEDER;
IND;;117;2003;;SUBPREFEITO DE PINHEIROS;SOLICITA A FISCALIZAÇÃO DE POLUIÇÃO SONORA E CONDIÇÕES EM ESTABELECIMENTO COMERCIAL.;RUA DOS PINHEIROS, 382;;;CARLOS ALBERTO PLETZ NEDER;
IND;;118;2003;;SECRETÁRIO MUNICIPAL DE SAÚDE;SOLICITA A REALIZAÇÃO IMEDIATA DE CONCURSO PÚBLICOPARA PREENCHIMENTO DOS CARGOS VAGOS DE CIRURGIÃO;;;;CARLOS ALBERTO PLETZ NEDER;
IND;;119;2003;;SECRETARIA MUN DE GESTÃO PÚBLICA;SOLICITA A REALIZAÇÃO IMEDIATA DE CONCURSO PÚBLICO PARA PREENCHIMENTO DOS CARGOS VAGOS DE CIRURGIÃO;;;;CARLOS ALBERTO PLETZ NEDER;
IND;;120;2003;;SUBPREFEITO DE ITAQUERA;SOLICITA A LIMPEZA DA PRAÇA;PRAÇA DO CORETO;;JARDIM IPANEMA;CARLOS ALBERTO PLETZ NEDER;
IND;;121;2003;;SUBPREFEITO DE ITAQUERA;SOLICITA A REALIZAÇÃO DE RECAPEAMENTO ASFÁLTICO.;RUA QUINTA DA MAGNÓLIA.;;JARDIM IPENEMA;CARLOS ALBERTO PLETZ NEDER;
IND;;122;2003;;CET;SOLICITA A REALIZAÇÃO DEESTUDO TÉCNICO PARA FINS DE PROIBIÇÃO DO TRÁFEGO COM ALTA TONELAGEM.;RUA QUINTA DA MAGNÓLIA;;JARDIM IPANEMA;CARLOS ALBERTO PLETZ NEDER;
IND;;123;2003;;SUBPREFEITURA DO CENTRO;UTILIZAÇÃO DO LOCAL COMO BANHEIRO PÚBLICO;ACESSO AO TÚNEL DA RUA FREDERICO ALVARENGA PARA AAV RANGEL PESTANA;;;JOSE RICARDO FRANCO MONTORO;
IND;;124;2003;;ILUME;ILUMINAÇÃO PÚBLICA.;TRAVESSA ADELAIDE LOPES RODRIGUES, 68;;;JOSE RICARDO FRANCO MONTORO;
IND;;125;2003;;SECRETÁRIO MUNICIPAL DE IMPLEMENTAÇÃO DA;SEMÁFORO;AVENIDA/ESTRADA DA SANTA INÊS;;SANTANA/TUCURUVI;JOSE RICARDO FRANCO MONTORO;
IND;;126;2003;;PMSP;SOLICITA SEJA DENOMINADO DE ANDRÉ PAULINO, A EMEIDO JARDIM CACHOEIRA.;;;;JOSE VIVIANI FERRAZ;
IND;;127;2003;;PMSP;IMPLANTAÇÃO DE LUMINÁRIAS.;RUA ROSA DO ULTRAMAR;;LAJEADO/GUAIANASES;JOSE VIVIANI FERRAZ;
IND;;128;2003;;PMSP;IMPLANTAÇÃO DE LUMINÁRIAS.;RUA ROSEIRA FRANCESA;;LAJEADO/GUAIANASES;JOSE VIVIANI FERRAZ;
IND;;129;2003;;PMSP;IMPLANTAÇÃO DE LUMINÁRIAS.;RUA ITABERABA;;;JOSE VIVIANI FERRAZ;
IND;;130;2003;;PMSP;IMPLANTAÇÃO DE LUMINÁRIAS.;RUA JERÔNIMO CORTES;;LAJEADO;JOSE VIVIANI FERRAZ;
IND;;131;2003;;PMSP;PAVIMENTAÇÃOP;TRAVESSA DAS PEDRAS;;JD PALISTANO;JOSE VIVIANI FERRAZ;
IND;;132;2003;;PMSP;PAVIMENTAÇÃO;RUA AVELINO MATOS MACHADO;;PARQUE PAULISTANO;JOSE VIVIANI FERRAZ;
IND;;133;2003;;PMSP;PAVIMENTAÇÃO;RUA FRANCISCO REIS;;JD PAULISTANO;JOSE VIVIANI FERRAZ;
IND;;134;2003;;PMSP;PAVIMENTAÇÃO;RUA BELA VISTA DE MINAS;;VILA HELENA;JOSE VIVIANI FERRAZ;
IND;;135;2003;;PMSP;PAVIMENTAÇÃO;RUA MANUEL MARQUES DE SOUZA;;JD GUARANI;JOSE VIVIANI FERRAZ;
IND;;136;2003;;PMSP;OPERAÇÃO TAPA-BURACO.;RUA PENSILVANIA;;CIDADE MONÇÕES;GILBERTO TANOS NATALINI;
IND;;137;2003;;PMSP;OPERAÇÃO TAPA-BURACO;AV LACERDA FRANCO;;CAMBUCI;GILBERTO TANOS NATALINI;
IND;;138;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA BUENO DE ANDRADE;;CAMBUCI;GILBERTO TANOS NATALINI;
IND;;139;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA BUENO DE ANDRADE;;CAMBUCI;GILBERTO TANOS NATALINI;
IND;;140;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA BUENO DE ANDRADE;;CAMBUCI;GILBERTO TANOS NATALINI;
IND;;141;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA CAPITÃO GUILHERME POMPEU;;JD SAÚDE;GILBERTO TANOS NATALINI;
IND;;142;2003;;PMSP;OPERAÇÃO TAPA-BURACO;AV LACERDA FRANCO;;CAMBUCI;GILBERTO TANOS NATALINI;
IND;;143;2003;;PMSP;OPERAÇÃO TAPA-BRUACO;RUA CAPITÃO GUILHERME POMPEU;;JD SAÚDE;GILBERTO TANOS NATALINI;
IND;;144;2003;;PMSP;OPERAÇÃO TAPA-BURACO.;RUA CEL SILVERIO MAGALHÃES;;VILA MORAES;GILBERTO TANOS NATALINI;
IND;;145;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA MARCOS FERNANDES;;JD SAÚDE;GILBERTO TANOS NATALINI;
IND;;146;2003;;PMSP;OPERAÇÃO TAPA-BURACO.;RUA CEL SILVERIO MAGALHÃES;;VILA MORAES;GILBERTO TANOS NATALINI;
IND;;147;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA BACKER;;CAMBUCI;GILBERTO TANOS NATALINI;
IND;;148;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA TEODURETO SOUTO;;VILA MARIANA;GILBERTO TANOS NATALINI;
IND;;149;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA TEODURETO SOUTO;;VILA MARIANA;GILBERTO TANOS NATALINI;
IND;;150;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA TEODURETO SOUTO;;VILA MARIANA;GILBERTO TANOS NATALINI;
IND;;151;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA TEODURETO SOUTO;;VILA MARIANA;GILBERTO TANOS NATALINI;
IND;;152;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA MESQUITA;;VILA MARIANA;GILBERTO TANOS NATALINI;
IND;;153;2003;;PMSP;OPERAÇÃO TAPA-BRUACO;RUA MESQUITA;;VILA MARIANA;GILBERTO TANOS NATALINI;
IND;;154;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA HEITOR PEIXOTO;;VILA MARIANA;GILBERTO TANOS NATALINI;
IND;;155;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA MESQUITA;;VILA MARIANA;GILBERTO TANOS NATALINI;
IND;;156;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA HEITOR PEIXOTO;;VILA MARIANA;GILBERTO TANOS NATALINI;
IND;;157;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA HEITOR PEIXOTO;;VILA MARIANA;GILBERTO TANOS NATALINI;
IND;;158;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA HEITOR PEIXOTO;;VILA MARIANA;GILBERTO TANOS NATALINI;
IND;;159;2003;;PMSP;OPERAÇÃO TAPA-BURACO;RUA HEITOR PEIXOTO;;VILA MARIANA;GILBERTO TANOS NATALINI;
