;Sigla da Matéria Legislativa;Ano da propositura;Número da propositura;Ano da propositura.1;Ementa (texto em linha única);Ind. Destinatário;Ind. Motivo;Ind. Endereco;Ind. Adm.Regional;Ind. Bairro;Nome;Partido (último);Latitude;Longitude
1238;IND;;40;1992;SRA. PREFEITA PAVIMENTACAO DA RUA DOMINGOS LUIZ GROU, JD, PIRACUANA, AR/CL.;;PAVIMENTACAO;DOMINGOS LUIS GROU, R.;AR-CL;JARDIM PIRACUAMA;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.64417;-46.76301
1239;IND;;41;1992;SRA. PREFEITA IMPLANTACAO DE LINHA DE ONIBUS, VILA PRUDENTE/VILA MARIANA E CUJO ITINERARIO COMPREENDA O TRECHO DA RUA IMBITUBA (ALTURA DA RUA INGAI).;;ITINERARIO DE ONIBUSLINHA DE ONIBUS;IMBITUBA, R.;;VILA MARIANA;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.58329;-46.58306
1240;IND;;42;1992;SR.A PREFEITA PAVIMENTACAO 100 (CEM) METROS DA RUA GASCO PIETRO NO TRECHO EM QUE A MESMA FAZ CONFLUENCIA COM A AV.PABLO CASALS, VILA DALVA (RIO PEQUENO), AR/BT.;;PAVIMENTACAORIO PEQUENO;GASCO PIETRO, R.PABLO CASALS, AV.;;VILA DALVA;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.56336;-46.76294
1241;IND;;43;1992;SRA. PREFEITA PAVIMENTACAO ASFALTICA, PARA A RUA MANOEL AUGUSTO CORREIA, NO BAIRRO DE JD. IBIRATIBA-TREMEMBE (AR/ST).;;PAVIMENTACAOTREMEMBE;MANUEL AUGUSTO CORREIA, R.;AR-ST;JARDIM IBIRATIBA;USHITARO KAMIA;PARTIDO DEMOCRATICO TRABALHISTA;-23.49865;-46.68873
1242;IND;;44;1992;SRA. PREFEITA PAVIMENTACAO ASFALTICA, PARA A TRAVESSA BALBINA CUNHA, NO BAIRRO DE VILA MAZZEI (AR/ST).;;PAVIMENTACAO;BALBINO CUNHA, TR.;AR-ST;VILA MAZZEI;USHITARO KAMIA;PARTIDO DEMOCRATICO TRABALHISTA;-23.46572;-46.60279
1243;IND;;45;1992;SRA. PREFEITA PAVIMENTACAO ASFALTICA, PARA A TRAV. FAUSTINA BOR DONI NO BAIRRO DE VILA MAZZEI (AR/ST).;;PAVIMENTACAO;FAUSTINA BORDONI, TR.;AR-ST;VILA MAZZEI;USHITARO KAMIA;PARTIDO DEMOCRATICO TRABALHISTA;-23.46552;-46.60295
1244;IND;;46;1992;SRA. PREFEITA PAVIMENTACAO ASFALTICA, PARA A RUA ARQUITETO SERA FIM TRAPE, NO BAIRRO DE VILA MAZZEI, AR/ST.;;PAVIMENTACAO;SERAFIM TRAPE, ARQ., R.;AR-ST;VILA MAZZEI;USHITARO KAMIA;PARTIDO DEMOCRATICO TRABALHISTA;-23.46573;-46.6030299
1245;IND;;47;1992;SRA. PREFEITA PAVIMENTACAO ASFALTICA, PARA A RUA JAVARANAS, NO BAIRRO DE GUACURI, SANTO AMARO (AR/SA).;;GUACURI/SANTO AMAROPAVIMENTACAO;JAVARANAS, R.;AR-SA;;USHITARO KAMIA;PARTIDO DEMOCRATICO TRABALHISTA;-23.57365;-46.4921
1246;IND;;48;1992;À SRA. PREFEITA ASSUNTO: LOMBADA, LOCAL: RUA JOÃO NERY DE CARVALHO, BAIRRO: VILA ROSÁRIA SÃO MIGUEL PAULISTA.;;LOMBADASINALIZACAO DE TRANSITO;JOAO NERI DE CARVALHO, R.;AR-MP;VILA ROSARIA;FAUSTO TOMAZ DE LIMA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.4976999;-46.43653
1247;IND;;49;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA ROQUE SOARES MEDEYA (TRAVESSA DA AV. IPÊ ROXO), BAIRRO ITAIM PAULISTA SÃO MIGUEL PAULISTA.;;ITAIM PAULISTAPAVIMENTACAO;ROQUE SOARES DE MEDELA, R. (AR-MP);AR-MP;JARDIM JARAGUA (AR-MP);FAUSTO TOMAZ DE LIMA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.44511;-46.79183
1248;IND;;50;1992;À SRA. PREFEITA ASSUNTO: INSTALAÇÃO DE REDUTORES DE VELOCIDADE, LOCAL: RUA JOÃO MARTINS RIBEIRO, ENTRE OS NÚMEROS 200 E 400,BAIRRO: BUTANTÃ.;;BUTANTA/REDUTOR DE VELOCIDADELOMBADA/SINALIZACAO DE TRANSITO;JOAO MARTINS RIBEIRO FILHO, R.;;;WALTER MEYER FELDMAN;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.5744599;-46.71957
1249;IND;;51;1992;SRA. PREFEITA AUTOS DE LICENÇA DE LOCALIZAÇÃO E FUNCIONAMENTO EM ESTABELECIMENTOS SITUADOS EM Z.1.;;ALVARA DE FUNCIONAMENTO/PL 002/91/PL 010/92LICENCA DE LOCALIZACAO E FUNCIONAMENTO;Z1 (ZONEAMENTO);;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;None;None
1250;IND;;52;1992;"SRA. PREFEITA DISPENSA DE PAGAMENTO, O ESTACIONAMENTO DE MOTOCI CLETAS E SIMILARES NAS ÁREAS DE ""ZONA AZUL"".";;COBRANCA DE ESTACIONAMENTO/ISENCAO DE TARIFASESTACIONAMENTO DE MOTO/MOTOCICLETA/ZONA AZUL;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;;
1251;IND;;53;1992;SRA. PREFEITA PAVIMENTAÇÃO ASFÁLTICA DA R.INÁCIO LEOPOLDO DE CAMARGO, NA VILA TEREZINHA.;;PAVIMENTACAO;INACIO LEOPOLDO DE CAMARGO, R.;;VILA TERESINHA;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.4583;-46.69807
1252;IND;;54;1992;SRA. PREFEITA CANALIZAÇÃO DO CÓRREGO LOCALIZADO NA AV.BRASILINA DE VIEIRA SIMÕES VILA IARA AR/FO.;;CANALIZACAO DE CORREGO;BRASILINA VIEIRA SIMOES, AV.;AR-FO;VILA IARA;ALMIR GUIMARAES DE OLIVEIRA;PARTIDO DEMOCRATICO TRABALHISTA;-23.47751;-46.70831
1253;IND;;55;1992;À SRA. PREFEITA ASSUNTO: COMPLEMENTAÇÃO DE PAVIMENTAÇÃO, LOCAL: RUA PIABUÇU NO. 35, TRAVESSA DA RUA PARANACITY, BAIRRO: PARQUE PAULISTANO SÃO MIGUEL PAULISTA.;;PAVIMENTACAO;PIABUCU, R.;AR-MP;PARQUE PAULISTANO;FAUSTO TOMAZ DE LIMA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.48938;-46.42376
1254;IND;;56;1992;AO EXECUTIVO MUNICIPAL ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA IMBUI, VILA GUARANI.;;PAVIMENTACAO;IMBURI, R.;;VILA GUARANI (AR-VM);BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.6374299;-46.63532
1255;IND;;57;1992;AO EXECUTIVO MUNICIPAL ASSUNTO: RECAPEAMENTO ASFÁLTICO, LOCAL: AV. BENTO DE SOUZA.;;PAVIMENTACAO;BENTO DE SOUSA, AV.;;;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.67766;-46.74363
1256;IND;;58;1992;AO EXECUTIVO MUNICIPAL ASSUNTO: ASFALTAMENTO, LOCAL: RUA BENTO LEITE DA SILVA, PARQUE SANTA EDWIGES.;;PAVIMENTACAO;BENTO LEITE DA SILVA, R.;AR-CL;PARQUE SANTA EDWIGES;BRUNO FEDER NETO;PARTIDO PROGRESSISTA BRASILEIRO;-23.6774099;-46.74298
1257;IND;;59;1992;À SRA. PREFEITA ASSUNTO: CONCESSÃO DE ISENÇÃO DE PAGAMENTO DO IMPOSTO PREDIAL E TERRITORIAL URBANO (IPTU) A APOSENTADOS E PENSIONISTA.;;APOSENTADO/IPTU/ISENCAO TRIBUTARIAINFORMACAO DO EXECUTIVO;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;;
1258;IND;;60;1992;À SRA. PREFEITA ASSUNTO: ASFALTO, LOCAL: AV. TEODORO BERNARDES DO NASCIMENTO, ANTIGA AV. 02, BAIRRO: JD. ROBRÚ SÃO MIGUEL PAULISTA.;;PAVIMENTACAOSAO MIGUEL PAULISTA;DOIS, AV. (JARDIM ROBRU)TEODORO BERNARDO DO NASCIMENTO, AV.;;JARDIM ROBRU;ALBERTINO ALVES NOBRE;PARTIDO TRABALHISTA BRASILEIRO;-23.5103;-46.41221
1259;IND;;61;1992;À SRA. PREFEITA ASSUNTO: CONSERVAÇÃO DE LOGRADOUROS, LOCAL:PRAÇA ESTEVÃO FALCÃO E RUA PROF. PEDRO PINTO, PRÓXIMO À AV. NOVA CANTAREIRA, BAIRRO: JARDIM BARRO BRANCO TREMEBÉ SANTANA.;;;;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;;
1260;IND;;62;1992;À SRA. PREFEITA ASSUNTO: INSTALAÇÃO DE TELEFONE PÚBLICO COMUNITÁRIO, LOCA: RUA IEDA SANTO DELGADO, BAIRRO: JD. TOCA.;;TELEFONE COMUNITARIO;IEDA SANTOS DELGADO, R.;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73224;-46.67768
1261;IND;;63;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA IEDA SANTO DELGADO, BAIRRO: JD. TOCA.;;PAVIMENTACAO;IEDA SANTOS DELGADO, R.;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73224;-46.67768
1262;IND;;64;1992;À SABESP ASSUNTO: REDE DE ÁGUA, LOCAL: RUA CEM, BAIRRO: JARDIM TOCA.;;REDE DE AGUA;CEM, R. (JARDIM TOCA);;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73321;-46.66646
1263;IND;;65;1992;À SABESP ASSUNTO: REDE DE ÁGUA, LOCAL: IEDA SANTO DELGADO, BAIRRO: JARDIM TOCA.;;REDE DE AGUA;IEDA SANTOS DELGADO, R.;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73224;-46.67768
1264;IND;;66;1992;À SABESP ASSUNTO: REDE DE ÁGUA E ESGOTO, LOCAL: RUA CEM, BAIRRO JARDIM TOCA.;;REDE DE AGUAREDE DE ESGOTO;CEM, R. (JARDIM TOCA);;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73321;-46.66646
1265;IND;;67;1992;À SABESP ASSUNTO: REDE COLETORA DE ESGOTO, LOCAL: RUA IEDA SANTO DELGADO, BAIRRO: JD. TOCA.;;REDE DE ESGOTO;IEDA SANTOS DELGADO, R.;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73224;-46.67768
1266;IND;;68;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA CEM, BAIRRO: JARDIM TOCA.;;PAVIMENTACAO;CEM, R. (JARDIM TOCA);;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73321;-46.66646
1267;IND;;69;1992;À SABESP ASSUNTO: REDE COLETORA DE ESGOTO, LOCAL: RUA HIRAN DE LIMA PEREIRA, BAIRRO: JARDIM TOCA.;;REDE DE ESGOTO;HIRAN DE LIMA PEREIRA, R.;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73236;-46.67686
1268;IND;;70;1992;À SABESP ASSUNTO: REDE DE ÁGUA, LOCAL: RUA HIRAM DE LIMA PEREIRA, BAIRRO: JARDIM TOCA.;;REDE DE AGUA;HIRAN DE LIMA PEREIRA, R.;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73236;-46.67686
1269;IND;;71;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA HIRAN DE LIMA PEREIRA, BAIRRO: JARDIM TOCA.;;PAVIMENTACAO;HIRAN DE LIMA PEREIRA, R.;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73236;-46.67686
1270;IND;;72;1992;À SRA. PREFEITA ASSUNTO: INSTALAÇÃO DE TELEFONE PÚBLICO COMUNI TÁRIO, LOCAL: RUA HONESTINO M. GUIMARÃES, BAIRRO: JARDIM TOCA.;;TELEFONE COMUNITARIO;HONESTINO MONTEIRO GUIMARAES, R.;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73227;-46.67828
1271;IND;;73;1992;À SABESP ASSUNTO: REDE DE ÁGUA, LOCAL: RUA HONESTINO M. GUIMARÃES, BAIRRO: JARDIM TOCA.;;REDE DE AGUA;HONESTINO MONTEIRO GUIMARAES, R.;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73227;-46.67828
1272;IND;;74;1992;À SABESP ASSUNTO: REDE COLETORA DE ESGOTO, LOCAL: RUA HONESTINO M. GUIMARÃES, BAIRRO: JARDIM TOCA.;;REDE DE ESGOTO;HONESTINO MONTEIRO GUIMARAES, R.;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73227;-46.67828
1273;IND;;75;1992;À SRA. PREFEITA ASSUNTO: PAVIMENTAÇÃO, LOCAL: RUA HONESTINO M. GUIMARÃES, BAIRRO: JARDIM TOCA.;;PAVIMENTACAO;HONESTINO MONTEIRO GUIMARAES, R.;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.73227;-46.67828
1274;IND;;76;1992;SRA. PREFEIT CONSTRUCAO DE CRECHE, JD. TOCA.;;CRECHE;;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;;
1275;IND;;77;1992;SRA. PREFEITA CONSTRUCAO DE ESCOLA, JD. TOCA.;;ESCOLA MUNICIPALESCOLA PUBLICA;;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;;
1276;IND;;78;1992;SRA. PREFEITA COSNTRUCAO DE POSTO DE SAUDE, JD. TOCA.;;POSTO DE ASSISTENCIA MEDICA - PAMPOSTO DE SAUDE;;;JARDIM TOCA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;;
1277;IND;;79;1992;SRA. PREFEITA PAVIMENTACAO RUA DANAIDES, VILA ANHANGUERA.;;PAVIMENTACAO;DANAIDES, R.;;VILA ANHANGUERA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.6631;-46.69298
1278;IND;;80;1992;SRA. PREFEITA CONSTRUCAO DE LOMBADAS, TRAV. GABRIEL DUPONT, BALN. N. S. FRANCISCO;;BALNEARIO SAO FRANCISCO/REDUTOR DE VELOCIDADELOMBADA/SINALIZACAO DE TRANSITO;GABRIEL DUPONT, TR.;;;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.70133;-46.6464
1279;IND;;81;1992;SRA. PREFEITA: PAVIMENTACAO A RUA CAETANO SOARES VIANA (500METROS ) JD. SELMA.;;PAVIMENTACAO;CAETANO SOARES VIANA, R.;;JARDIM SELMA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.68513;-46.6519
1280;IND;;82;1992;SRA. PREFEITA: PAVIMENTACAO A RUA LOURENCO SIQUEIRA PRETO (250 ME TROS), JD. SELMA.;;PAVIMENTACAO;LOURENCO SIQUEIRA PRETO, R.;;JARDIM SELMA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.68588;-46.6545
1281;IND;;83;1992;SRA. PREFEITA PAVIMENTACAO A RUA JOSE DE MATOS, JD. SELMA.;;PAVIMENTACAO;JOSE DE MATOS, R.;AR-SA;JARDIM SELMA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.68662;-46.65357
1282;IND;;84;1992;SRA. PREFEITA PAVIMENTACAO A RUA CELSO WERLI (120METROS), PARQUE STA, EDWIGES.;;PAVIMENTACAO;CELSO WERLI, R.;;PARQUE SANTA EDWIGES;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.43378;-46.58688
1283;IND;;85;1992;SRA. PREFEITA PAVIMENTACAO A RUA HUMBERTO DELLA SANTA (150ME TROS) (TRECHO SEM ASFALTO ESQUINA C/RUA CAETANO MENINO), JD. TEREZA.;;PAVIMENTACAO;HUMBERTO DELLA SANTA, R.;AR-CS;JARDIM TERESA (AR-CS);ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.69466;-46.70641
1284;IND;;86;1992;SRA. PREFEITA CONSTRUCAO DE LOMBADAS A RUA DENVER, JD. MENDES GAIA.;;LOMBADA/SINALIZACAO DE TRANSITOREDUTOR DE VELOCIDADE;DENVER, R.;;JARDIM MENDES GAIA;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.55661;-46.50165
1285;IND;;87;1992;SRA. PREFEITA IMPLANTACAO DE MAO UNICA NA RUA PAULO RAFAEL, VILA HEBE.;;MAO UNICA/SINALIZACAO DE TRANSITOOFICIO 3828/91;PAULO RAFAEL, R.;;VILA HEBE;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.47693;-46.67391
1286;IND;;88;1992;SRA. PREFEITA LIMPEZA, DESRATIZACAO, DESINSETIZACAO E DESOBSTRU CAO DO CORREGO MANDI, R. LUIGG MATARAZZO, JD. MARINA, AR/FO. .;;CORREGO MANDI/LIMPEZA DE CORREGODESRATIZACAO;LUIGG MATARAZZO, R.;;JARDIM MARINA (AR-FO);ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.48263;-46.67506
1287;IND;;89;1992;SRA. PREFEITA PAVIMENTACAO DAS RUAS BALTAZAR BREST, JONATHAN SWIFT E ARCACHON JD. KIOTO.;;PAVIMENTACAO;ARCACHON, R.BALTAZAR BREST, R.JONATHAN SWIFT, R.;;JARDIM KIOTO;ANTONIO JOSE DA SILVA FILHO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.7332;-46.71781
1288;IND;;90;1992;SRA. PREFEITA COLOCACAO DE LOMBADAS NA ALTURA DOS NUMEROS 10, 285 E 133 DA RUA ANAJAZEIRA VILA UNIAO, AR/PE.;;LOMBADA;ANAJAZEIRA, R.;AR-PE;VILA UNIAO (ERMELINO MATA;GILBERTO NASCIMENTO SILVA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.5185299;-46.47882
1289;IND;;91;1992;SRA. PREFEITA PAVIMENTACAO DA RUA GABRIEL PONCE DE LEAO JD. SENICE, AR/SAO MIGUEL PAULISTA.;;PAVIMENTACAO;GABRIEL PONCE DE LEAO, R.;AR-MP;JARDIM SENICE;GILBERTO NASCIMENTO SILVA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.51552;-46.40095
1290;IND;;92;1992;SRA. PREFEITA PAVIMENTACAO DA RUA TRES PEDRAS V. CALIFORNIA, AR/VILA PRUDENTE.;;PAVIMENTACAO;TRES PEDRAS, R.;AR-VP;VILA CALIFORNIA (AR-VP);GILBERTO NASCIMENTO SILVA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.6036;-46.55462
1291;IND;;93;1992;SRA. PREFEITA ILUMINACAO PUBLICA NA RUA TRES PEDRAS VILA CALI FORNIA, AR/VILA PRUDENTE.;;ILUMINACAO PUBLICA;TRES PEDRAS, R.;AR-VP;VILA CALIFORNIA (AR-VP);GILBERTO NASCIMENTO SILVA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.6036;-46.55462
1292;IND;;94;1992;SRA. PREFEITA COLOCACAO DE LOMBADAS NA ALTURA DO NUMERO 234 DA RUA CAPITAO ANTONIO DE PIETRO VILA ALBERTINA, AR/SANTANA.;;LOMBADAREDUTOR DE VELOCIDADE;ANTONIO DI PIETRO, CAP., R.;AR-ST;VILA ALBERTINA (AR-ST);GILBERTO NASCIMENTO SILVA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.45301;-46.6123
1293;IND;;95;1992;SRA. PREFEITA COLOCACAO DE LOMBADAS NA ALTURA DO NUMERO 188 DA RUA ENIO GOMES DA SILVA, VILA PIAUI, AR/PIRITUBA.;;AR PIRITUBA/JARAGUA/SINALIZACAO DE TRANSITOLOMBADA;ENIO GOMES DA SILVA, R.;;VILA PIAUI;GILBERTO NASCIMENTO SILVA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.50687;-46.7611599
1294;IND;;96;1992;SRA. PREFEITA COLOCACAO DE LOMBADAS NA ALTURA DO NUMERO 31 DA AVENIDA PROF. MARIO MAZAGAO ALTO DO RIVIEEIRA, AR/CAMPO LIMPO.;;LOMBADASINALIZACAO DE TRANSITO;MARIO MAZAGAO, PROF., AV.;AR-CL;ALTO DA RIVIERA;GILBERTO NASCIMENTO SILVA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.69915;-46.76307
1295;IND;;97;1992;SRA. PREFEITA PAVIMENTACAO DA RUA JORGE STREET - CAPAO REDONDO, AR/CAMPO LIMPO.;;CAPAO REDONDOPAVIMENTACAO;JORGE STREET, R.;AR-CL;;GILBERTO NASCIMENTO SILVA;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.67107;-46.78076
1296;IND;;98;1992;À SRA. PREFEITA ASSUNTO: VERIFICAR A SITUAÇÃO DE REGULARIDADE DA OBRA LOCALIZADA À PRAÇA ISAI LEINER, 114, JD. BONFIGLIOLI.;;IMOVEL LINDEIRO/VISTORIA DE OBRAREGULARIZACAO DE CONSTRUCAO;ISAI LEIRNER, PC.;;JARDIM BONFIGLIOLI;ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.57702;-46.7417
1297;IND;;99;1992;À SRA. PREFEITA ASSUNTO: VERIFICAR A SITUAÇÃO DE REGULARIDADE DE INSTALAÇÃO DO SALÃO NOTURNO, SITO À RUA ACACIO FONTOURA NO.51 JD. SÃO JOSÉ, COM FUNCIONAMENTO DAS 22:00 ÀS 06:00 HORAS DE 6A. A DOMINGO.;;FUNCIONAMENTO IRREGULAR/SALAO NOTURNOPOLUICAO SONORA;ACACIO FONTOURA, R.;;JARDIM SAO JOSE (AR-CS);ARNALDO DE ABREU MADEIRA;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;-23.73345;-46.71278
1298;IND;;100;1992;À SRA. PREFEITA ASSUNTO: CONSTRUÇÃO DE OBSTÁCULO REDUTORES DE VELOCIDADE, LOCAL: AV. ROBERT KENNEDY, DEFRONTE AO NO. 2.079, BAIRRO: INTERLAGOS AR-CS.;;INTERLAGOS/REDUTOR DE VELOCIDADEOBSTACULO (TRANSITO);ROBERT KENNEDY, AV.;AR-CS;;ANTONIO CARLOS CARUSO;PART.DO MOVIMENTO DEMOCRATICO BRASILEIRO;-23.51212;-46.4258
1299;IND;;101;1992;À SRA. PREFEITA ASSUNTO: RETENTOR DE VELOCIDADE, LOCAL: RUA SÃO FELIZ DO PIAUÍ, BAIRRO: ITAQUERA.;;ITAQUERA/REDUTOR DE VELOCIDADELOMBADA;SAO FELIX DO PIAUI, R.;AR-IQ;;JOSE FERREIRA DO NASCIMENTO;PARTIDO PROGRESSISTA BRASILEIRO;-23.54941;-46.4533
1300;IND;;102;1992;À SRA. PREFEITA ASSUNTO: MUADANÇA DE MÃO DE DIREÇÃO DA AV. CECI NO TRECHO ENTRE A AL. DOS GUAIÓS E AV. TUPINÁS, OU TRANSFORMAR O SEMÁFORO DA AV. INDIANÁPOLIS EM TRÊS TEMPOS, BAIRRO: V.MARIANA.;;MUDANCA DE MAOSEMAFORO;CECI, AV.GUAIOS, AL. DOSTUPINAS, AL. DOS;;;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.62534;-46.64516
1301;IND;;103;1992;SRA. PREFEITA: TRANSFERIR A BARRACA DE PEIXES EXISTENTE NA FEIRALIVRE DA RUA PARACATU PARA A RUA PARACATU ESQUINA COM A RUA CAR NEIRO DA CUNHA, V.MARIANA, AR/VILA MARIANA.;;FEIRA LIVRE;CARNEIRO DA CUNHA, R.PARACATU, R.;AR-VM;VILA MARIANA;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.6161;-46.63685
1302;IND;;104;1992;"SRA. PREFEITA CONSTRUÇÃO DE UM""PLAY-GROUND"" À R. JOSÉ MARTINS VEIG, JUNTO AO NO. 300, JD. REIMBERG-BRAJAÚ, AR/SANTO AMARO.";;GRAJAUPLAYGROUND;JOSE MARTINS VEIGA, R.;AR-SA;JARDIM REIMBERG;WALTER ABRAHAO;PARTIDO PROGRESSISTA REFORMADOR;-23.74864;-46.69723
1303;IND;;105;1992;SRA. PREFEITA ASFALTAMENTO A RUA INOCENCIO PRETO, GUAIANAZES, A R-GUAIANAZES.;;GUAIANASESPAVIMENTACAO;INOCENCIO PRETO, R. (AR-IQ);AR-IQ;;EDSON FALANGA;PARTIDO LIBERAL;-23.60285;-46.50981
1304;IND;;106;1992;SRA. PREFEITA DESRATIZAÇÃOA RUA DR. MESSALA RUBENS, 429, CAPÃO REDONDO AR-CAMPO LIMPO.;;CAPAO REDONDODESRATIZACAO;NESRALA RUBEZ, DR., R.;AR-CL;;EDSON FALANGA;PARTIDO LIBERAL;-23.68372;-46.77749
1305;IND;;107;1992;SRA. PREFEITA PAVIMENTAÇÃO A TRAVESSA FIDALGO, TUCURUVI.;;PAVIMENTACAOTUCURUVI;FIDALGO, TR.;;;EDSON FALANGA;PARTIDO LIBERAL;-23.47967;-46.60634
1306;IND;;108;1992;SRA. PREFEITA DESOBSTRUÇÃO DE BUEIROS, TRAVESSA FIDALGO, BAIRRO TUCURUVI.;;LIMPEZA DE BUEIROTUCURUVI;FIDALGO, TR.;;;EDSON FALANGA;PARTIDO LIBERAL;-23.47967;-46.60634
1307;IND;;109;1992;AO PRESIDENTE DA SABESP ASSUNTO: PROLONGAMENTO E LIGAÇÃO DO ES GOTO, DA RUA BAIXADA CUIABANA ATÉ A RUA AMADEU MENOCCHI, NA VILA JOÃO BATISTA.;;REDE DE ESGOTOSABESP;AMADEU MENOCCHI, R.BAIXADA CUIABANA, R.;;VILA SAO JOAO BATISTA;JOSE VIVIANI FERRAZ;PARTIDO LIBERAL;-23.4637;-46.7001599
